"date","zip_code","psps_abs","psps_hybrid"
2019-10-12,92561,1,1
2019-10-12,92582,1,1
2019-10-12,92581,1,1
2019-10-12,92583,1,1
2019-10-12,93010,1,1
2019-10-12,93011,1,1
2019-10-12,93012,1,1
2019-10-12,93015,1,1
2019-10-12,93016,1,1
2019-10-12,93020,1,1
2019-10-12,93021,1,1
2019-10-12,93023,1,1
2019-10-12,93024,1,1
2019-10-12,93040,1,1
2019-10-12,93009,1,1
2019-10-12,93060,1,1
2019-10-12,93061,1,1
2019-10-12,93063,1,1
2019-10-12,93064,1,1
2019-10-12,93062,1,1
2019-10-12,93065,1,1
2019-10-12,93094,1,1
2019-10-12,93099,1,1
2019-10-12,93066,1,1
2019-10-12,93203,1,1
2019-10-12,93220,1,1
2019-10-12,93225,1,1
2019-10-12,93241,1,1
2019-10-12,93243,1,1
2019-10-12,93252,1,1
2019-10-12,93255,1,1
2019-10-12,93283,1,1
2019-10-12,93306,1,1
2019-10-12,93303,1,1
2019-10-12,93307,1,1
2019-10-12,93380,1,1
2019-10-12,93383,1,1
2019-10-12,93385,1,1
2019-10-12,93386,1,1
2019-10-12,93387,1,1
2019-10-12,93388,1,1
2019-10-12,93389,1,1
2019-10-12,93390,1,1
2019-10-12,93308,1,1
2019-10-12,93311,1,1
2019-10-12,93313,1,1
2019-10-12,93510,1,1
2019-10-12,93551,1,1
2019-10-12,93561,1,1
2019-10-12,93581,1,1
2019-10-12,93907,1,1
2019-10-12,94018,1,1
2019-10-12,94019,1,1
2019-10-12,94020,1,1
2019-10-12,94021,1,1
2019-10-12,94022,1,1
2019-10-12,94023,1,1
2019-10-12,94024,1,1
2019-10-12,94025,1,1
2019-10-12,94027,1,1
2019-10-12,94028,1,1
2019-10-12,94037,1,1
2019-10-12,94038,1,1
2019-10-12,94044,1,1
2019-10-12,94060,1,1
2019-10-12,94026,1,1
2019-10-12,94062,1,1
2019-10-12,94064,1,1
2019-10-12,94074,1,1
2019-10-12,94087,1,1
2019-10-12,94088,1,1
2019-10-12,94304,1,1
2019-10-12,94305,1,1
2019-10-12,94306,1,1
2019-10-12,94402,1,1
2019-10-12,94503,1,1
2019-10-12,94506,1,1
2019-10-12,94507,1,1
2019-10-12,94508,1,1
2019-10-12,94515,1,1
2019-10-12,94516,1,1
2019-10-12,94523,1,1
2019-10-12,94526,1,1
2019-10-12,94530,1,1
2019-10-12,94533,1,1
2019-10-12,94534,1,1
2019-10-12,94536,1,1
2019-10-12,94538,1,1
2019-10-12,94539,1,1
2019-10-12,94541,1,1
2019-10-12,94543,1,1
2019-10-12,94542,1,1
2019-10-12,94546,1,1
2019-10-12,94547,1,1
2019-10-12,94549,1,1
2019-10-12,94550,1,1
2019-10-12,94551,1,1
2019-10-12,94552,1,1
2019-10-12,94556,1,1
2019-10-12,94558,1,1
2019-10-12,94562,1,1
2019-10-12,94559,1,1
2019-10-12,94581,1,1
2019-10-12,94563,1,1
2019-10-12,94564,1,1
2019-10-12,94566,1,1
2019-10-12,94567,1,1
2019-10-12,94572,1,1
2019-10-12,94573,1,1
2019-10-12,94574,1,1
2019-10-12,94575,1,1
2019-10-12,94576,1,1
2019-10-12,94570,1,1
2019-10-12,94582,1,1
2019-10-12,94583,1,1
2019-10-12,94585,1,1
2019-10-12,94586,1,1
2019-10-12,94587,1,1
2019-10-12,94589,1,1
2019-10-12,94595,1,1
2019-10-12,94596,1,1
2019-10-12,94597,1,1
2019-10-12,94598,1,1
2019-10-12,94599,1,1
2019-10-12,94601,1,1
2019-10-12,94602,1,1
2019-10-12,94603,1,1
2019-10-12,94605,1,1
2019-10-12,94610,1,1
2019-10-12,94611,1,1
2019-10-12,94620,1,1
2019-10-12,94618,1,1
2019-10-12,94619,1,1
2019-10-12,94614,1,1
2019-10-12,94621,1,1
2019-10-12,94705,1,1
2019-10-12,94707,1,1
2019-10-12,94708,1,1
2019-10-12,94720,1,1
2019-10-12,94803,1,1
2019-10-12,94820,1,1
2019-10-12,94904,1,1
2019-10-12,94914,1,1
2019-10-12,94924,1,1
2019-10-12,94926,1,1
2019-10-12,94927,1,1
2019-10-12,94928,1,1
2019-10-12,94930,1,1
2019-10-12,94978,1,1
2019-10-12,94931,1,1
2019-10-12,94941,1,1
2019-10-12,94942,1,1
2019-10-12,94950,1,1
2019-10-12,94951,1,1
2019-10-12,94954,1,1
2019-10-12,94999,1,1
2019-10-12,94963,1,1
2019-10-12,94965,1,1
2019-10-12,94966,1,1
2019-10-12,94970,1,1
2019-10-12,95001,1,1
2019-10-12,95003,1,1
2019-10-12,95004,1,1
2019-10-12,95005,1,1
2019-10-12,95006,1,1
2019-10-12,95007,1,1
2019-10-12,95010,1,1
2019-10-12,95014,1,1
2019-10-12,95015,1,1
2019-10-12,95017,1,1
2019-10-12,95018,1,1
2019-10-12,95019,1,1
2019-10-12,95020,1,1
2019-10-12,95021,1,1
2019-10-12,95030,1,1
2019-10-12,95026,1,1
2019-10-12,95031,1,1
2019-10-12,95033,1,1
2019-10-12,95044,1,1
2019-10-12,95035,1,1
2019-10-12,95036,1,1
2019-10-12,95037,1,1
2019-10-12,95038,1,1
2019-10-12,95041,1,1
2019-10-12,95060,1,1
2019-10-12,95061,1,1
2019-10-12,95062,1,1
2019-10-12,95063,1,1
2019-10-12,95064,1,1
2019-10-12,95065,1,1
2019-10-12,95066,1,1
2019-10-12,95067,1,1
2019-10-12,95070,1,1
2019-10-12,95071,1,1
2019-10-12,95073,1,1
2019-10-12,95076,1,1
2019-10-12,95077,1,1
2019-10-12,95116,1,1
2019-10-12,95156,1,1
2019-10-12,95118,1,1
2019-10-12,95158,1,1
2019-10-12,95042,1,1
2019-10-12,95120,1,1
2019-10-12,95160,1,1
2019-10-12,95121,1,1
2019-10-12,95122,1,1
2019-10-12,95151,1,1
2019-10-12,95123,1,1
2019-10-12,95153,1,1
2019-10-12,95193,1,1
2019-10-12,95127,1,1
2019-10-12,95132,1,1
2019-10-12,95152,1,1
2019-10-12,95133,1,1
2019-10-12,95135,1,1
2019-10-12,95138,1,1
2019-10-12,95140,1,1
2019-10-12,95148,1,1
2019-10-12,95221,1,1
2019-10-12,95222,1,1
2019-10-12,95223,1,1
2019-10-12,95224,1,1
2019-10-12,95228,1,1
2019-10-12,95230,1,1
2019-10-12,95232,1,1
2019-10-12,95233,1,1
2019-10-12,95245,1,1
2019-10-12,95246,1,1
2019-10-12,95229,1,1
2019-10-12,95247,1,1
2019-10-12,95248,1,1
2019-10-12,95249,1,1
2019-10-12,95250,1,1
2019-10-12,95251,1,1
2019-10-12,95252,1,1
2019-10-12,95255,1,1
2019-10-12,95257,1,1
2019-10-12,95305,1,1
2019-10-12,95347,1,1
2019-10-12,95310,1,1
2019-10-12,95311,1,1
2019-10-12,95321,1,1
2019-10-12,95309,1,1
2019-10-12,95327,1,1
2019-10-12,95329,1,1
2019-10-12,95335,1,1
2019-10-12,95338,1,1
2019-10-12,95358,1,1
2019-10-12,95360,1,1
2019-10-12,95363,1,1
2019-10-12,95364,1,1
2019-10-12,95369,1,1
2019-10-12,95370,1,1
2019-10-12,95373,1,1
2019-10-12,95372,1,1
2019-10-12,95375,1,1
2019-10-12,95379,1,1
2019-10-12,95383,1,1
2019-10-12,95385,1,1
2019-10-12,95387,1,1
2019-10-12,95401,1,1
2019-10-12,95403,1,1
2019-10-12,95402,1,1
2019-10-12,95404,1,1
2019-10-12,95406,1,1
2019-10-12,95405,1,1
2019-10-12,95407,1,1
2019-10-12,95409,1,1
2019-10-12,95412,1,1
2019-10-12,95480,1,1
2019-10-12,95415,1,1
2019-10-12,95421,1,1
2019-10-12,95422,1,1
2019-10-12,95424,1,1
2019-10-12,95423,1,1
2019-10-12,95425,1,1
2019-10-12,95426,1,1
2019-10-12,95431,1,1
2019-10-12,95435,1,1
2019-10-12,95439,1,1
2019-10-12,95441,1,1
2019-10-12,95442,1,1
2019-10-12,95443,1,1
2019-10-12,95446,1,1
2019-10-12,95448,1,1
2019-10-12,95449,1,1
2019-10-12,95451,1,1
2019-10-12,95452,1,1
2019-10-12,95453,1,1
2019-10-12,95454,1,1
2019-10-12,95457,1,1
2019-10-12,95458,1,1
2019-10-12,95461,1,1
2019-10-12,95464,1,1
2019-10-12,95466,1,1
2019-10-12,95467,1,1
2019-10-12,95469,1,1
2019-10-12,95470,1,1
2019-10-12,95416,1,1
2019-10-12,95433,1,1
2019-10-12,95476,1,1
2019-10-12,95487,1,1
2019-10-12,95418,1,1
2019-10-12,95481,1,1
2019-10-12,95482,1,1
2019-10-12,95485,1,1
2019-10-12,95488,1,1
2019-10-12,95490,1,1
2019-10-12,95492,1,1
2019-10-12,95493,1,1
2019-10-12,95494,1,1
2019-10-12,95501,1,1
2019-10-12,95502,1,1
2019-10-12,95534,1,1
2019-10-12,95503,1,1
2019-10-12,95511,1,1
2019-10-12,95514,1,1
2019-10-12,95519,1,1
2019-10-12,95518,1,1
2019-10-12,95521,1,1
2019-10-12,95524,1,1
2019-10-12,95525,1,1
2019-10-12,95526,1,1
2019-10-12,95527,1,1
2019-10-12,95528,1,1
2019-10-12,95536,1,1
2019-10-12,95537,1,1
2019-10-12,95540,1,1
2019-10-12,95542,1,1
2019-10-12,95545,1,1
2019-10-12,95546,1,1
2019-10-12,95547,1,1
2019-10-12,95549,1,1
2019-10-12,95550,1,1
2019-10-12,95551,1,1
2019-10-12,95552,1,1
2019-10-12,95553,1,1
2019-10-12,95554,1,1
2019-10-12,95555,1,1
2019-10-12,95556,1,1
2019-10-12,95558,1,1
2019-10-12,95559,1,1
2019-10-12,95560,1,1
2019-10-12,95562,1,1
2019-10-12,95563,1,1
2019-10-12,95564,1,1
2019-10-12,95565,1,1
2019-10-12,95568,1,1
2019-10-12,95569,1,1
2019-10-12,95570,1,1
2019-10-12,95571,1,1
2019-10-12,95573,1,1
2019-10-12,95585,1,1
2019-10-12,95587,1,1
2019-10-12,95589,1,1
2019-10-12,95595,1,1
2019-10-12,95601,1,1
2019-10-12,95602,1,1
2019-10-12,95603,1,1
2019-10-12,95606,1,1
2019-10-12,95607,1,1
2019-10-12,95614,1,1
2019-10-12,95616,1,1
2019-10-12,95619,1,1
2019-10-12,95623,1,1
2019-10-12,95627,1,1
2019-10-12,95629,1,1
2019-10-12,95656,1,1
2019-10-12,95630,1,1
2019-10-12,95671,1,1
2019-10-12,95763,1,1
2019-10-12,95631,1,1
2019-10-12,95633,1,1
2019-10-12,95634,1,1
2019-10-12,95635,1,1
2019-10-12,95636,1,1
2019-10-12,95637,1,1
2019-10-12,95640,1,1
2019-10-12,95642,1,1
2019-10-12,95654,1,1
2019-10-12,95676,1,1
2019-10-12,95645,1,1
2019-10-12,95648,1,1
2019-10-12,95650,1,1
2019-10-12,95651,1,1
2019-10-12,95653,1,1
2019-10-12,95658,1,1
2019-10-12,95659,1,1
2019-10-12,95663,1,1
2019-10-12,95664,1,1
2019-10-12,95665,1,1
2019-10-12,95644,1,1
2019-10-12,95666,1,1
2019-10-12,95613,1,1
2019-10-12,95667,1,1
2019-10-12,95669,1,1
2019-10-12,95672,1,1
2019-10-12,95674,1,1
2019-10-12,95675,1,1
2019-10-12,95677,1,1
2019-10-12,95679,1,1
2019-10-12,95681,1,1
2019-10-12,95682,1,1
2019-10-12,95684,1,1
2019-10-12,95685,1,1
2019-10-12,95687,1,1
2019-10-12,95688,1,1
2019-10-12,95696,1,1
2019-10-12,95689,1,1
2019-10-12,95692,1,1
2019-10-12,95694,1,1
2019-10-12,95695,1,1
2019-10-12,95698,1,1
2019-10-12,95699,1,1
2019-10-12,95701,1,1
2019-10-12,95703,1,1
2019-10-12,95709,1,1
2019-10-12,95713,1,1
2019-10-12,95714,1,1
2019-10-12,95715,1,1
2019-10-12,95717,1,1
2019-10-12,95722,1,1
2019-10-12,95724,1,1
2019-10-12,95726,1,1
2019-10-12,95728,1,1
2019-10-12,95736,1,1
2019-10-12,95746,1,1
2019-10-12,95762,1,1
2019-10-12,95765,1,1
2019-10-12,95901,1,1
2019-10-12,95903,1,1
2019-10-12,95910,1,1
2019-10-12,95912,1,1
2019-10-12,95914,1,1
2019-10-12,95915,1,1
2019-10-12,95980,1,1
2019-10-12,95916,1,1
2019-10-12,95917,1,1
2019-10-12,95918,1,1
2019-10-12,95972,1,1
2019-10-12,95919,1,1
2019-10-12,95922,1,1
2019-10-12,95925,1,1
2019-10-12,95928,1,1
2019-10-12,95929,1,1
2019-10-12,95930,1,1
2019-10-12,95935,1,1
2019-10-12,95936,1,1
2019-10-12,95937,1,1
2019-10-12,95939,1,1
2019-10-12,95941,1,1
2019-10-12,95942,1,1
2019-10-12,95944,1,1
2019-10-12,95712,1,1
2019-10-12,95924,1,1
2019-10-12,95945,1,1
2019-10-12,95946,1,1
2019-10-12,95949,1,1
2019-10-12,95954,1,1
2019-10-12,95955,1,1
2019-10-12,95956,1,1
2019-10-12,95959,1,1
2019-10-12,95960,1,1
2019-10-12,95962,1,1
2019-10-12,95963,1,1
2019-10-12,95940,1,1
2019-10-12,95958,1,1
2019-10-12,95965,1,1
2019-10-12,95966,1,1
2019-10-12,95968,1,1
2019-10-12,95967,1,1
2019-10-12,95969,1,1
2019-10-12,95927,1,1
2019-10-12,95973,1,1
2019-10-12,95975,1,1
2019-10-12,95977,1,1
2019-10-12,95978,1,1
2019-10-12,95979,1,1
2019-10-12,95981,1,1
2019-10-12,95984,1,1
2019-10-12,95986,1,1
2019-10-12,95987,1,1
2019-10-12,95913,1,1
2019-10-12,95988,1,1
2019-10-12,96001,1,1
2019-10-12,96002,1,1
2019-10-12,96003,1,1
2019-10-12,96070,1,1
2019-10-12,96079,1,1
2019-10-12,96089,1,1
2019-10-12,96007,1,1
2019-10-12,96008,1,1
2019-10-12,96010,1,1
2019-10-12,96019,1,1
2019-10-12,96099,1,1
2019-10-12,96021,1,1
2019-10-12,96022,1,1
2019-10-12,96029,1,1
2019-10-12,96031,1,1
2019-10-12,96033,1,1
2019-10-12,96095,1,1
2019-10-12,96035,1,1
2019-10-12,96078,1,1
2019-10-12,96041,1,1
2019-10-12,96047,1,1
2019-10-12,96055,1,1
2019-10-12,96059,1,1
2019-10-12,96061,1,1
2019-10-12,96062,1,1
2019-10-12,96063,1,1
2019-10-12,96065,1,1
2019-10-12,96069,1,1
2019-10-12,96073,1,1
2019-10-12,96074,1,1
2019-10-12,96075,1,1
2019-10-12,96076,1,1
2019-10-12,96080,1,1
2019-10-12,96084,1,1
2019-10-12,96087,1,1
2019-10-12,96088,1,1
2019-10-12,96090,1,1
2019-10-12,96092,1,1
2019-10-12,96096,1,1
2019-10-12,96103,1,1
2019-10-12,96124,1,1
2019-10-12,96125,1,1
2019-10-12,96160,1,1
2019-10-12,96161,1,1
2019-10-12,96162,1,1
2019-10-16,91310,1,1
2019-10-16,91384,1,1
2019-10-16,91390,1,1
2019-10-16,92407,1,1
2019-10-16,93255,1,1
2019-10-16,93283,1,1
2019-10-16,93510,1,1
2019-10-16,93546,1,1
2019-10-17,91310,1,1
2019-10-17,91384,1,1
2019-10-17,91390,1,1
2019-10-17,92407,1,1
2019-10-17,93255,1,1
2019-10-17,93283,1,1
2019-10-17,93510,1,1
2019-10-17,93546,1,1
2019-10-18,91310,1,1
2019-10-18,91384,1,1
2019-10-18,91390,1,1
2019-10-18,92407,1,1
2019-10-18,93255,1,1
2019-10-18,93283,1,1
2019-10-18,93510,1,1
2019-10-18,93546,1,1
2019-10-19,91310,1,1
2019-10-19,91384,1,1
2019-10-19,91390,1,1
2019-10-19,92407,1,1
2019-10-19,93255,1,1
2019-10-19,93283,1,1
2019-10-19,93510,1,1
2019-10-19,93546,1,1
2019-10-20,91310,1,1
2019-10-20,91384,1,1
2019-10-20,91390,1,1
2019-10-20,92407,1,1
2019-10-20,93255,1,1
2019-10-20,93283,1,1
2019-10-20,93510,1,1
2019-10-20,93546,1,1
2019-10-21,91310,1,1
2019-10-21,91384,1,1
2019-10-21,91390,1,1
2019-10-21,92407,1,1
2019-10-21,93255,1,1
2019-10-21,93283,1,1
2019-10-21,93510,1,1
2019-10-21,93546,1,1
2019-10-23,91041,1,1
2019-10-23,91042,1,1
2019-10-23,91043,1,1
2019-10-23,91304,1,1
2019-10-23,91311,1,1
2019-10-23,91313,1,1
2019-10-23,91321,1,1
2019-10-23,91322,1,1
2019-10-23,91326,1,1
2019-10-23,91331,1,1
2019-10-23,91333,1,1
2019-10-23,91334,1,1
2019-10-23,91340,1,1
2019-10-23,91341,1,1
2019-10-23,91342,1,1
2019-10-23,91392,1,1
2019-10-23,91345,1,1
2019-10-23,91346,1,1
2019-10-23,91395,1,1
2019-10-23,91350,1,1
2019-10-23,91351,1,1
2019-10-23,91386,1,1
2019-10-23,91355,1,1
2019-10-23,91380,1,1
2019-10-23,91382,1,1
2019-10-23,91383,1,1
2019-10-23,91385,1,1
2019-10-23,91381,1,1
2019-10-23,91310,1,1
2019-10-23,91384,1,1
2019-10-23,91387,1,1
2019-10-23,91390,1,1
2019-10-23,91701,1,1
2019-10-23,91709,1,1
2019-10-23,91729,1,1
2019-10-23,91730,1,1
2019-10-23,91737,1,1
2019-10-23,91739,1,1
2019-10-23,92220,1,1
2019-10-23,92223,1,1
2019-10-23,92325,1,1
2019-10-23,92336,1,1
2019-10-23,92376,1,1
2019-10-23,92377,1,1
2019-10-23,92404,1,1
2019-10-23,92405,1,1
2019-10-23,92407,1,1
2019-10-23,92544,1,1
2019-10-23,92555,1,1
2019-10-23,92261,1,1
2019-10-23,92561,1,1
2019-10-23,92582,1,1
2019-10-23,92581,1,1
2019-10-23,92583,1,1
2019-10-23,92602,1,1
2019-10-23,92676,1,1
2019-10-23,92862,1,1
2019-10-23,92705,1,1
2019-10-23,92711,1,1
2019-10-23,92859,1,1
2019-10-23,92869,1,1
2019-10-23,92880,1,1
2019-10-23,93010,1,1
2019-10-23,93011,1,1
2019-10-23,93012,1,1
2019-10-23,93015,1,1
2019-10-23,93016,1,1
2019-10-23,93020,1,1
2019-10-23,93021,1,1
2019-10-23,93023,1,1
2019-10-23,93024,1,1
2019-10-23,93040,1,1
2019-10-23,93009,1,1
2019-10-23,93060,1,1
2019-10-23,93061,1,1
2019-10-23,93063,1,1
2019-10-23,93064,1,1
2019-10-23,93066,1,1
2019-10-23,93203,1,1
2019-10-23,93220,1,1
2019-10-23,93241,1,1
2019-10-23,93306,1,1
2019-10-23,93303,1,1
2019-10-23,93307,1,1
2019-10-23,93380,1,1
2019-10-23,93383,1,1
2019-10-23,93385,1,1
2019-10-23,93386,1,1
2019-10-23,93387,1,1
2019-10-23,93388,1,1
2019-10-23,93389,1,1
2019-10-23,93390,1,1
2019-10-23,93308,1,1
2019-10-23,93510,1,1
2019-10-23,93532,1,1
2019-10-23,93550,1,1
2019-10-23,93590,1,1
2019-10-23,93599,1,1
2019-10-23,93551,1,1
2019-10-23,93553,1,1
2019-10-23,93561,1,1
2019-10-23,93581,1,1
2019-10-23,94018,1,1
2019-10-23,94019,1,1
2019-10-23,94020,1,1
2019-10-23,94021,1,1
2019-10-23,94027,1,1
2019-10-23,94028,1,1
2019-10-23,94060,1,1
2019-10-23,94026,1,1
2019-10-23,94062,1,1
2019-10-23,94064,1,1
2019-10-23,94074,1,1
2019-10-23,94508,1,1
2019-10-23,94515,1,1
2019-10-23,94534,1,1
2019-10-23,94558,1,1
2019-10-23,94562,1,1
2019-10-23,94567,1,1
2019-10-23,94573,1,1
2019-10-23,94574,1,1
2019-10-23,94576,1,1
2019-10-23,94599,1,1
2019-10-23,95017,1,1
2019-10-23,95221,1,1
2019-10-23,95222,1,1
2019-10-23,95223,1,1
2019-10-23,95224,1,1
2019-10-23,95232,1,1
2019-10-23,95233,1,1
2019-10-23,95245,1,1
2019-10-23,95246,1,1
2019-10-23,95229,1,1
2019-10-23,95247,1,1
2019-10-23,95248,1,1
2019-10-23,95249,1,1
2019-10-23,95250,1,1
2019-10-23,95251,1,1
2019-10-23,95255,1,1
2019-10-23,95257,1,1
2019-10-23,95310,1,1
2019-10-23,95401,1,1
2019-10-23,95403,1,1
2019-10-23,95402,1,1
2019-10-23,95404,1,1
2019-10-23,95406,1,1
2019-10-23,95405,1,1
2019-10-23,95409,1,1
2019-10-23,95412,1,1
2019-10-23,95480,1,1
2019-10-23,95421,1,1
2019-10-23,95425,1,1
2019-10-23,95426,1,1
2019-10-23,95431,1,1
2019-10-23,95439,1,1
2019-10-23,95441,1,1
2019-10-23,95442,1,1
2019-10-23,95446,1,1
2019-10-23,95448,1,1
2019-10-23,95449,1,1
2019-10-23,95451,1,1
2019-10-23,95452,1,1
2019-10-23,95453,1,1
2019-10-23,95458,1,1
2019-10-23,95461,1,1
2019-10-23,95464,1,1
2019-10-23,95469,1,1
2019-10-23,95470,1,1
2019-10-23,95416,1,1
2019-10-23,95433,1,1
2019-10-23,95476,1,1
2019-10-23,95487,1,1
2019-10-23,95418,1,1
2019-10-23,95481,1,1
2019-10-23,95482,1,1
2019-10-23,95485,1,1
2019-10-23,95490,1,1
2019-10-23,95492,1,1
2019-10-23,95493,1,1
2019-10-23,95602,1,1
2019-10-23,95603,1,1
2019-10-23,95607,1,1
2019-10-23,95614,1,1
2019-10-23,95619,1,1
2019-10-23,95623,1,1
2019-10-23,95629,1,1
2019-10-23,95656,1,1
2019-10-23,95631,1,1
2019-10-23,95633,1,1
2019-10-23,95634,1,1
2019-10-23,95635,1,1
2019-10-23,95636,1,1
2019-10-23,95642,1,1
2019-10-23,95654,1,1
2019-10-23,95648,1,1
2019-10-23,95651,1,1
2019-10-23,95658,1,1
2019-10-23,95664,1,1
2019-10-23,95665,1,1
2019-10-23,95644,1,1
2019-10-23,95666,1,1
2019-10-23,95613,1,1
2019-10-23,95667,1,1
2019-10-23,95669,1,1
2019-10-23,95672,1,1
2019-10-23,95675,1,1
2019-10-23,95681,1,1
2019-10-23,95682,1,1
2019-10-23,95684,1,1
2019-10-23,95685,1,1
2019-10-23,95689,1,1
2019-10-23,95692,1,1
2019-10-23,95701,1,1
2019-10-23,95703,1,1
2019-10-23,95709,1,1
2019-10-23,95713,1,1
2019-10-23,95714,1,1
2019-10-23,95717,1,1
2019-10-23,95720,1,1
2019-10-23,95721,1,1
2019-10-23,95722,1,1
2019-10-23,95726,1,1
2019-10-23,95735,1,1
2019-10-23,95736,1,1
2019-10-23,95901,1,1
2019-10-23,95903,1,1
2019-10-23,95910,1,1
2019-10-23,95914,1,1
2019-10-23,95916,1,1
2019-10-23,95917,1,1
2019-10-23,95918,1,1
2019-10-23,95972,1,1
2019-10-23,95919,1,1
2019-10-23,95922,1,1
2019-10-23,95925,1,1
2019-10-23,95928,1,1
2019-10-23,95929,1,1
2019-10-23,95930,1,1
2019-10-23,95935,1,1
2019-10-23,95936,1,1
2019-10-23,95941,1,1
2019-10-23,95942,1,1
2019-10-23,95944,1,1
2019-10-23,95712,1,1
2019-10-23,95924,1,1
2019-10-23,95945,1,1
2019-10-23,95946,1,1
2019-10-23,95949,1,1
2019-10-23,95954,1,1
2019-10-23,95959,1,1
2019-10-23,95960,1,1
2019-10-23,95962,1,1
2019-10-23,95940,1,1
2019-10-23,95958,1,1
2019-10-23,95965,1,1
2019-10-23,95966,1,1
2019-10-23,95968,1,1
2019-10-23,95967,1,1
2019-10-23,95969,1,1
2019-10-23,95927,1,1
2019-10-23,95973,1,1
2019-10-23,95975,1,1
2019-10-23,95977,1,1
2019-10-23,95978,1,1
2019-10-23,95981,1,1
2019-10-23,95986,1,1
2019-10-23,96059,1,1
2019-10-23,96061,1,1
2019-10-23,96063,1,1
2019-10-23,96075,1,1
2019-10-23,96080,1,1
2019-10-23,96088,1,1
2019-10-23,96103,1,1
2019-10-23,96124,1,1
2019-10-23,96125,1,1
2019-10-23,96155,1,1
2019-10-24,91041,1,1
2019-10-24,91042,1,1
2019-10-24,91043,1,1
2019-10-24,91304,1,1
2019-10-24,91311,1,1
2019-10-24,91313,1,1
2019-10-24,91321,1,1
2019-10-24,91322,1,1
2019-10-24,91326,1,1
2019-10-24,91331,1,1
2019-10-24,91333,1,1
2019-10-24,91334,1,1
2019-10-24,91340,1,1
2019-10-24,91341,1,1
2019-10-24,91342,1,1
2019-10-24,91392,1,1
2019-10-24,91345,1,1
2019-10-24,91346,1,1
2019-10-24,91395,1,1
2019-10-24,91350,1,1
2019-10-24,91351,1,1
2019-10-24,91386,1,1
2019-10-24,91355,1,1
2019-10-24,91380,1,1
2019-10-24,91382,1,1
2019-10-24,91383,1,1
2019-10-24,91385,1,1
2019-10-24,91381,1,1
2019-10-24,91310,1,1
2019-10-24,91384,1,1
2019-10-24,91387,1,1
2019-10-24,91390,1,1
2019-10-24,91701,1,1
2019-10-24,91709,1,1
2019-10-24,91729,1,1
2019-10-24,91730,1,1
2019-10-24,91737,1,1
2019-10-24,91739,1,1
2019-10-24,91901,1,1
2019-10-24,91903,1,1
2019-10-24,91905,1,1
2019-10-24,91906,1,1
2019-10-24,91916,1,1
2019-10-24,91931,1,1
2019-10-24,91935,1,1
2019-10-24,91948,1,1
2019-10-24,91962,1,1
2019-10-24,91963,1,1
2019-10-24,92003,1,1
2019-10-24,92004,1,1
2019-10-24,92009,1,1
2019-10-24,92019,1,1
2019-10-24,92023,1,1
2019-10-24,92024,1,1
2019-10-24,92025,1,1
2019-10-24,92030,1,1
2019-10-24,92033,1,1
2019-10-24,92046,1,1
2019-10-24,92027,1,1
2019-10-24,92028,1,1
2019-10-24,92088,1,1
2019-10-24,92029,1,1
2019-10-24,92036,1,1
2019-10-24,92040,1,1
2019-10-24,92059,1,1
2019-10-24,92060,1,1
2019-10-24,92061,1,1
2019-10-24,92064,1,1
2019-10-24,92074,1,1
2019-10-24,92065,1,1
2019-10-24,92066,1,1
2019-10-24,92067,1,1
2019-10-24,92070,1,1
2019-10-24,92082,1,1
2019-10-24,92086,1,1
2019-10-24,92143,1,1
2019-10-24,92091,1,1
2019-10-24,92127,1,1
2019-10-24,92128,1,1
2019-10-24,92220,1,1
2019-10-24,92223,1,1
2019-10-24,92325,1,1
2019-10-24,92336,1,1
2019-10-24,92376,1,1
2019-10-24,92377,1,1
2019-10-24,92404,1,1
2019-10-24,92405,1,1
2019-10-24,92407,1,1
2019-10-24,92536,1,1
2019-10-24,92544,1,1
2019-10-24,92555,1,1
2019-10-24,92261,1,1
2019-10-24,92561,1,1
2019-10-24,92582,1,1
2019-10-24,92581,1,1
2019-10-24,92583,1,1
2019-10-24,92589,1,1
2019-10-24,92590,1,1
2019-10-24,92593,1,1
2019-10-24,92592,1,1
2019-10-24,92602,1,1
2019-10-24,92676,1,1
2019-10-24,92862,1,1
2019-10-24,92705,1,1
2019-10-24,92711,1,1
2019-10-24,92859,1,1
2019-10-24,92869,1,1
2019-10-24,92880,1,1
2019-10-24,93010,1,1
2019-10-24,93011,1,1
2019-10-24,93012,1,1
2019-10-24,93015,1,1
2019-10-24,93016,1,1
2019-10-24,93020,1,1
2019-10-24,93021,1,1
2019-10-24,93023,1,1
2019-10-24,93024,1,1
2019-10-24,93040,1,1
2019-10-24,93009,1,1
2019-10-24,93060,1,1
2019-10-24,93061,1,1
2019-10-24,93063,1,1
2019-10-24,93064,1,1
2019-10-24,93066,1,1
2019-10-24,93203,1,1
2019-10-24,93220,1,1
2019-10-24,93241,1,1
2019-10-24,93306,1,1
2019-10-24,93303,1,1
2019-10-24,93307,1,1
2019-10-24,93380,1,1
2019-10-24,93383,1,1
2019-10-24,93385,1,1
2019-10-24,93386,1,1
2019-10-24,93387,1,1
2019-10-24,93388,1,1
2019-10-24,93389,1,1
2019-10-24,93390,1,1
2019-10-24,93308,1,1
2019-10-24,93510,1,1
2019-10-24,93532,1,1
2019-10-24,93550,1,1
2019-10-24,93590,1,1
2019-10-24,93599,1,1
2019-10-24,93551,1,1
